bodyPart,kor_bodyPart,equipment,kor_equipment,gifUrl,id,name,kor_name,target,kor_target
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0078.gif,78,barbell rear lunge,바벨 리어 런지,glutes,둔근
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0077.gif,77,barbell rear lunge v. 2,바벨 리어 런지 브이. 2,glutes,둔근
lower arms,팔 하부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0079.gif,79,barbell revers wrist curl v. 2,바벨 리버스 리스트 컬 브이. 2,forearms,팔뚝
upper arms,팔 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/2187.gif,2187,barbell reverse close-grip bench press,바벨 리버스 클로스 그립 벤치 프레스,triceps,삼두근
upper arms,팔 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0080.gif,80,barbell reverse curl,바벨 리버스 컬,biceps,이두근
back,등,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0118.gif,118,barbell reverse grip bent over row,바벨 리버스 그립 벤트 오버 로,upper back,등 상부
chest,가슴,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/1256.gif,1256,barbell reverse grip decline bench press,바벨 리버스 그립 데클린 벤치 프레스,pectorals,가슴
chest,가슴,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/1257.gif,1257,barbell reverse grip incline bench press,바벨 리버스 그립 인클라인 벤치 프레스,pectorals,가슴
back,등,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/1317.gif,1317,barbell reverse grip incline bench row,바벨 리버스 그립 인클라인 벤치 로,upper back,등 상부
upper arms,팔 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/1721.gif,1721,barbell reverse grip skullcrusher,바벨 리버스 그립 스컬크러셔,triceps,삼두근
upper arms,팔 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0081.gif,81,barbell reverse preacher curl,바벨 리버스 프리처 컬,biceps,이두근
lower arms,팔 하부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0082.gif,82,barbell reverse wrist curl,바벨 리버스 리스트 컬,forearms,팔뚝
waist,허리,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0084.gif,84,barbell rollerout,바벨 롤러루트,abs,복근
waist,허리,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0083.gif,83,barbell rollerout from bench,바벨 롤러루트 프롬 벤치,abs,복근
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0085.gif,85,barbell romanian deadlift,바벨 로마니언 데드리프트,glutes,둔근
shoulders,어깨,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0086.gif,86,barbell seated behind head military press,바벨 시트 비하인드 헤드 밀리터리 프레스,delts,삼각근
shoulders,어깨,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0087.gif,87,barbell seated bradford rocky press,바벨 시트 브래드퍼드 로키 프레스,delts,삼각근
lower legs,다리 하부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0088.gif,88,barbell seated calf raise,바벨 시트 칼프 라이즈,calves,종아리
lower legs,다리 하부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/1371.gif,1371,barbell seated calf raise,바벨 시트 칼프 라이즈,calves,종아리
upper arms,팔 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/1718.gif,1718,barbell seated close grip behind neck triceps extension,바벨 시트 클로스 그립 비하인드 넥 트리셉스 익스텐션,triceps,삼두근
upper arms,팔 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0089.gif,89,barbell seated close-grip concentration curl,바벨 시트 클로스 그립 콘센트레이션 컬,biceps,이두근
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0090.gif,90,barbell seated good morning,바벨 시트 굿 모닝,glutes,둔근
shoulders,어깨,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0091.gif,91,barbell seated overhead press,바벨 시트 오버헤드 프레스,delts,삼각근
upper arms,팔 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0092.gif,92,barbell seated overhead triceps extension,바벨 시트 오버헤드 트리셉스 익스텐션,triceps,삼두근
waist,허리,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0094.gif,94,barbell seated twist,바벨 시트 트위스트,abs,복근
back,등,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0095.gif,95,barbell shrug,바벨 슈러그,traps,승모근
waist,허리,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0096.gif,96,barbell side bent v. 2,바벨 사이드 벤트 브이. 2,abs,복근
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0098.gif,98,barbell side split squat,바벨 사이드 스플릿 스쾃,quads,대퇴사두근
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0097.gif,97,barbell side split squat v. 2,바벨 사이드 스플릿 스쾃 브이. 2,quads,대퇴사두근
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/1756.gif,1756,barbell single leg deadlift,바벨 싱글 레그 데드리프트,glutes,둔근
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0099.gif,99,barbell single leg split squat,바벨 싱글 레그 스플릿 스쾃,quads,대퇴사두근
waist,허리,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/2799.gif,2799,barbell sitted alternate leg raise,바벨 싯태드 알터나이트 레그 라이즈,abs,복근
waist,허리,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/2800.gif,2800,barbell sitted alternate leg raise (female),바벨 싯태드 알터나이트 레그 라이즈 (피메일),abs,복근
shoulders,어깨,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0100.gif,100,barbell skier,바벨 스키어,delts,삼각근
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0101.gif,101,barbell speed squat,바벨 스피드 스쾃,glutes,둔근
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/2810.gif,2810,barbell split squat v. 2,바벨 스플릿 스쾃 브이. 2,quads,대퇴사두근
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0102.gif,102,barbell squat (on knees),바벨 스쾃 (온 니스),quads,대퇴사두근
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/2798.gif,2798,barbell squat jump step rear lunge,바벨 스쾃 점프 스텝 리어 런지,quads,대퇴사두근
waist,허리,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0103.gif,103,barbell standing ab rollerout,바벨 스탠딩 에이비 롤러루트,abs,복근
lower arms,팔 하부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0104.gif,104,barbell standing back wrist curl,바벨 스탠딩 백 리스트 컬,forearms,팔뚝
shoulders,어깨,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0105.gif,105,barbell standing bradford press,바벨 스탠딩 브래드퍼드 프레스,delts,삼각근
lower legs,다리 하부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/1372.gif,1372,barbell standing calf raise,바벨 스탠딩 칼프 라이즈,calves,종아리
upper arms,팔 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0106.gif,106,barbell standing close grip curl,바벨 스탠딩 클로스 그립 컬,biceps,이두근
shoulders,어깨,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/1456.gif,1456,barbell standing close grip military press,바벨 스탠딩 클로스 그립 밀리터리 프레스,delts,삼각근
upper arms,팔 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/2414.gif,2414,barbell standing concentration curl,바벨 스탠딩 콘센트레이션 컬,biceps,이두근
shoulders,어깨,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0107.gif,107,barbell standing front raise over head,바벨 스탠딩 프런트 라이즈 오버 헤드,delts,삼각근
lower legs,다리 하부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0108.gif,108,barbell standing leg calf raise,바벨 스탠딩 레그 칼프 라이즈,calves,종아리
upper arms,팔 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0109.gif,109,barbell standing overhead triceps extension,바벨 스탠딩 오버헤드 트리셉스 익스텐션,triceps,삼두근
upper arms,팔 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0110.gif,110,barbell standing reverse grip curl,바벨 스탠딩 리버스 그립 컬,biceps,이두근
lower legs,다리 하부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0111.gif,111,barbell standing rocking leg calf raise,바벨 스탠딩 로킹 레그 칼프 라이즈,calves,종아리
waist,허리,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0112.gif,112,barbell standing twist,바벨 스탠딩 트위스트,abs,복근
upper arms,팔 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/1629.gif,1629,barbell standing wide grip biceps curl,바벨 스탠딩 와이드 그립 비셉스 컬,biceps,이두근
shoulders,어깨,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/1457.gif,1457,barbell standing wide military press,바벨 스탠딩 와이드 밀리터리 프레스,delts,삼각근
upper arms,팔 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0113.gif,113,barbell standing wide-grip curl,바벨 스탠딩 와이드 그립 컬,biceps,이두근
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0114.gif,114,barbell step-up,바벨 스텝 업,glutes,둔근
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0115.gif,115,barbell stiff leg good morning,바벨 스티프 레그 굿 모닝,glutes,둔근
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0116.gif,116,barbell straight leg deadlift,바벨 스트레이트 레그 데드리프트,hamstrings,햄스트링
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0117.gif,117,barbell sumo deadlift,바벨 수모 데드리프트,glutes,둔근
shoulders,어깨,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/3305.gif,3305,barbell thruster,바벨 슈러스터,delts,삼각근
shoulders,어깨,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0120.gif,120,barbell upright row,바벨 업라이트 로,delts,삼각근
shoulders,어깨,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0119.gif,119,barbell upright row v. 2,바벨 업라이트 로 브이. 2,delts,삼각근
shoulders,어깨,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0121.gif,121,barbell upright row v. 3,바벨 업라이트 로 브이. 3,delts,삼각근
chest,가슴,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0122.gif,122,barbell wide bench press,바벨 와이드 벤치 프레스,pectorals,가슴
chest,가슴,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/1258.gif,1258,barbell wide reverse grip bench press,바벨 와이드 리버스 그립 벤치 프레스,pectorals,가슴
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0124.gif,124,barbell wide squat,바벨 와이드 스쾃,quads,대퇴사두근
shoulders,어깨,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0123.gif,123,barbell wide-grip upright row,바벨 와이드 그립 업라이트 로,delts,삼각근
lower arms,팔 하부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0126.gif,126,barbell wrist curl,바벨 리스트 컬,forearms,팔뚝
lower arms,팔 하부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0125.gif,125,barbell wrist curl v. 2,바벨 리스트 컬 브이. 2,forearms,팔뚝
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0127.gif,127,barbell zercher squat,바벨 체르허 스쾃,glutes,둔근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3212.gif,3212,basic toe touch (male),베이식 토 터치 (메일),glutes,둔근
shoulders,어깨,rope,로프,http://d205bpvrqc9yn1.cloudfront.net/0128.gif,128,battling ropes,배틀링 로프,delts,삼각근
cardio,유산소,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3360.gif,3360,bear crawl,비어 크롤,cardiovascular system,심혈관계
chest,가슴,assisted,도움,http://d205bpvrqc9yn1.cloudfront.net/1259.gif,1259,behind head chest stretch,비하인드 헤드 체스트 스트레치,pectorals,가슴
upper arms,팔 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0129.gif,129,bench dip (knees bent),벤치 디아프 (니스 벤트),triceps,삼두근
upper arms,팔 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1399.gif,1399,bench dip on floor,벤치 디아프 온 플로어,triceps,삼두근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0130.gif,130,bench hip extension,벤치 히프 익스텐션,glutes,둔근
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3019.gif,3019,bench pull-ups,벤치 풀 업스,lats,광배
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3639.gif,3639,bent knee lying twist (male),벤트 니키 라잉 트위스트 (메일),glutes,둔근
upper arms,팔 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1770.gif,1770,biceps leg concentration curl,비셉스 레그 콘센트레이션 컬,biceps,이두근
upper arms,팔 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0139.gif,139,biceps narrow pull-ups,비셉스 내로 풀 업스,biceps,이두근
upper arms,팔 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0140.gif,140,biceps pull-up,비셉스 풀 업,biceps,이두근
upper arms,팔 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0137.gif,137,body-up,바디 업,triceps,삼두근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3543.gif,3543,bodyweight drop jump squat,보디웨이트 드롭 점프 스쾃,glutes,둔근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3544.gif,3544,bodyweight incline side plank,보디웨이트 인클라인 사이드 플랑크,abs,복근
upper arms,팔 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1771.gif,1771,bodyweight kneeling triceps extension,보디웨이트 닐링 트리셉스 익스텐션,triceps,삼두근
upper arms,팔 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1769.gif,1769,bodyweight side lying biceps curl,보디웨이트 사이드 라잉 비셉스 컬,biceps,이두근
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3168.gif,3168,bodyweight squatting row,보디웨이트 스쿼팅 로,upper back,등 상부
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3167.gif,3167,bodyweight squatting row (with towel),보디웨이트 스쿼팅 로 (위드 타월),upper back,등 상부
lower legs,다리 하부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1373.gif,1373,bodyweight standing calf raise,보디웨이트 스탠딩 칼프 라이즈,calves,종아리
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3156.gif,3156,bodyweight standing close-grip one arm row,보디웨이트 스탠딩 클로스 그립 원 암 로,upper back,등 상부
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3158.gif,3158,bodyweight standing close-grip row,보디웨이트 스탠딩 클로스 그립 로,upper back,등 상부
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3162.gif,3162,bodyweight standing one arm row,보디웨이트 스탠딩 원 암 로,upper back,등 상부
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3161.gif,3161,bodyweight standing one arm row (with towel),보디웨이트 스탠딩 원 암 로 (위드 타월),upper back,등 상부
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3166.gif,3166,bodyweight standing row,보디웨이트 스탠딩 로,upper back,등 상부
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3165.gif,3165,bodyweight standing row (with towel),보디웨이트 스탠딩 로 (위드 타월),upper back,등 상부
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0138.gif,138,bottoms-up,보텀스 업,abs,복근
lower legs,다리 하부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1374.gif,1374,box jump down with one leg stabilization,박스 점프 다운 위드 원 레그 스타빌라이제이션,calves,종아리
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/2466.gif,2466,bridge - mountain climber (cross body),브리지 마운틴 클라이머 (크로스 바디),abs,복근
cardio,유산소,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1160.gif,1160,burpee,버피,cardiovascular system,심혈관계
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0870.gif,870,butt-ups,벗 업스,abs,복근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1494.gif,1494,butterfly yoga pose,버터플라이 요가 포즈,adductors,내전근
shoulders,어깨,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0148.gif,148,cable alternate shoulder press,케이블 알터나이트 숄더 프레스,delts,삼각근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0149.gif,149,cable alternate triceps extension,케이블 알터나이트 트리셉스 익스텐션,triceps,삼두근
upper legs,다리 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/3235.gif,3235,cable assisted inverse leg curl,케이블 어시스티드 인버스 레그 컬,hamstrings,햄스트링
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0150.gif,150,cable bar lateral pulldown,케이블 바 라테랄 풀다운,lats,광배
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0151.gif,151,cable bench press,케이블 벤치 프레스,pectorals,가슴
